event_id,timestamp,period,source_ip,destination_service,user_role,request_method,requests_per_min,payload_size_bytes,response_time_ms,cpu_load_percent,source_port,severity_level,is_malicious,attack_type
EVT-00626,2026-03-16 10:36:15,baseline,10.0.9.4,files,guest,GET,16,21.14,34.1,35.1,57105,Low,0,normal
EVT-00627,2026-03-16 10:36:30,baseline,10.0.7.129,files,user,GET,5,41.95,27.38,18.01,51743,Low,0,normal
EVT-00628,2026-03-16 10:36:45,baseline,10.0.5.189,web,guest,GET,25,20.31,30.36,34.15,61971,High,0,normal
EVT-00629,2026-03-16 10:37:00,baseline,10.0.19.159,files,user,GET,14,11.33,22.26,37.13,51300,Medium,0,normal
EVT-00630,2026-03-16 10:37:15,baseline,10.0.17.121,web,guest,DELETE,9,3.74,83.29,22.5,55980,High,0,normal
EVT-00631,2026-03-16 10:37:30,baseline,10.0.13.220,api,guest,GET,13,214.2,2.26,42.89,60818,Low,0,normal
EVT-00632,2026-03-16 10:37:45,baseline,10.0.5.18,web,user,GET,21,70.21,152.52,25.92,62054,Low,0,normal
EVT-00633,2026-03-16 10:38:00,baseline,10.0.9.188,api,user,DELETE,18,150.77,60.67,39.92,49524,Medium,0,normal
EVT-00634,2026-03-16 10:38:15,baseline,10.0.7.107,files,user,GET,12,5.07,31.85,43.32,63738,Low,0,normal
EVT-00635,2026-03-16 10:38:30,baseline,10.0.20.106,auth,user,POST,11,12.7,35.06,43.79,49662,Low,0,normal
EVT-00636,2026-03-16 10:38:45,baseline,10.0.7.4,web,user,GET,12,28.76,57.31,24.95,51015,Low,0,normal
EVT-00637,2026-03-16 10:39:00,baseline,10.0.6.48,auth,user,GET,11,18.45,21.33,31.06,60480,Low,0,normal
EVT-00638,2026-03-16 10:39:15,baseline,10.0.5.5,api,user,GET,17,25.36,9.8,38.16,58093,Low,0,normal
EVT-00639,2026-03-16 10:39:30,baseline,10.0.2.26,auth,user,GET,17,62.56,47.79,44.52,56399,Low,0,normal
EVT-00640,2026-03-16 10:39:45,baseline,10.0.7.104,web,guest,GET,15,26.98,43.76,38.02,53396,Low,0,normal
EVT-00641,2026-03-16 10:40:00,baseline,10.0.7.253,web,user,GET,24,79.24,72.21,42.15,59532,Low,0,normal
EVT-00642,2026-03-16 10:40:15,baseline,10.0.13.43,web,user,DELETE,11,95.94,43.21,39.97,52592,Low,0,normal
EVT-00643,2026-03-16 10:40:30,baseline,10.0.2.64,files,user,GET,13,24.5,4.01,35.13,58116,Medium,0,normal
EVT-00644,2026-03-16 10:40:45,baseline,10.0.3.95,auth,user,GET,18,3.13,209.52,36.21,52173,Low,0,normal
EVT-00645,2026-03-16 10:41:00,baseline,10.0.6.234,web,user,POST,12,10.11,28.19,26.08,62253,High,0,normal
EVT-00646,2026-03-16 10:41:15,baseline,10.0.7.49,web,user,PUT,9,8.18,77.18,39.82,60219,Low,0,normal
EVT-00647,2026-03-16 10:41:30,baseline,10.0.14.46,api,guest,GET,20,10.47,18.27,48.51,52412,Low,0,normal
EVT-00648,2026-03-16 10:41:45,baseline,10.0.8.94,web,user,GET,13,35.55,109.61,38.46,50184,Medium,0,normal
EVT-00649,2026-03-16 10:42:00,baseline,10.0.19.160,web,user,POST,16,66.84,39.05,34.53,50233,Low,0,normal
EVT-00650,2026-03-16 10:42:15,baseline,10.0.3.47,auth,guest,GET,19,281.27,81.33,19.57,65137,Low,0,normal
EVT-00651,2026-03-16 10:42:30,baseline,10.0.15.44,api,user,GET,15,10.39,143.0,52.49,57095,High,0,normal
EVT-00652,2026-03-16 10:42:45,baseline,10.0.9.34,web,user,GET,11,15.13,131.74,32.76,53358,Low,0,normal
EVT-00653,2026-03-16 10:43:00,baseline,10.0.4.162,web,user,GET,20,155.17,75.04,36.41,59193,Low,0,normal
EVT-00654,2026-03-16 10:43:15,baseline,10.0.4.59,web,user,POST,19,22.41,97.03,47.29,54976,Low,0,normal
EVT-00655,2026-03-16 10:43:30,baseline,10.0.4.115,api,user,GET,23,329.7,42.0,22.75,50460,Low,0,normal
EVT-00656,2026-03-16 10:43:45,baseline,10.0.4.128,web,user,GET,17,186.75,112.09,39.96,54729,Low,0,normal
EVT-00657,2026-03-16 10:44:00,baseline,10.0.15.216,files,user,DELETE,20,9.37,1.56,37.25,56082,Low,0,normal
EVT-00658,2026-03-16 10:44:15,baseline,10.0.8.93,auth,user,GET,20,85.59,1.98,27.85,58905,Low,0,normal
EVT-00659,2026-03-16 10:44:30,baseline,10.0.18.234,api,guest,POST,17,50.56,9.49,37.36,49235,Low,0,normal
EVT-00660,2026-03-16 10:44:45,baseline,10.0.9.71,web,user,POST,8,6.51,0.45,38.28,65185,Medium,0,normal
EVT-00661,2026-03-16 10:45:00,baseline,10.0.5.200,web,user,DELETE,12,20.59,3.66,27.14,56068,Low,0,normal
EVT-00662,2026-03-16 10:45:15,baseline,10.0.12.12,api,user,GET,18,42.47,118.14,44.81,63490,High,0,normal
EVT-00663,2026-03-16 10:45:30,baseline,10.0.17.60,web,admin,GET,14,14.15,75.14,42.25,60033,High,0,normal
EVT-00664,2026-03-16 10:45:45,baseline,10.0.12.179,auth,user,GET,18,18.79,102.74,37.25,61466,Medium,0,normal
EVT-00665,2026-03-16 10:46:00,baseline,10.0.11.207,web,user,DELETE,15,3.36,42.57,35.71,64950,Medium,0,normal
EVT-00666,2026-03-16 10:46:15,baseline,10.0.9.199,web,guest,GET,14,9.5,64.34,39.11,51911,Low,0,normal
EVT-00667,2026-03-16 10:46:30,baseline,10.0.12.13,auth,user,GET,16,59.87,61.04,28.08,58473,Medium,0,normal
EVT-00668,2026-03-16 10:46:45,baseline,10.0.2.135,web,admin,GET,12,9.03,2.32,38.73,59914,Low,0,normal
EVT-00669,2026-03-16 10:47:00,baseline,10.0.17.50,auth,user,GET,10,13.68,73.66,38.55,55334,Low,0,normal
EVT-00670,2026-03-16 10:47:15,baseline,10.0.1.43,web,user,DELETE,9,622.68,45.73,39.78,61535,Low,0,normal
EVT-00671,2026-03-16 10:47:30,baseline,10.0.6.183,auth,user,POST,9,90.57,29.54,33.7,65269,Low,0,normal
EVT-00672,2026-03-16 10:47:45,baseline,10.0.18.96,web,guest,DELETE,16,140.96,6.26,46.61,60299,Low,0,normal
EVT-00673,2026-03-16 10:48:00,baseline,10.0.7.93,files,guest,GET,12,37.34,40.81,36.43,62828,Low,0,normal
EVT-00674,2026-03-16 10:48:15,baseline,10.0.6.33,web,user,POST,14,15.03,22.86,36.02,50358,Medium,0,normal
EVT-00675,2026-03-16 10:48:30,baseline,10.0.15.39,files,user,GET,13,27.58,82.75,39.94,56680,Low,0,normal
EVT-00676,2026-03-16 10:48:45,baseline,10.0.14.74,files,guest,GET,7,85.21,101.11,36.94,64443,Low,0,normal
EVT-00677,2026-03-16 10:49:00,baseline,10.0.15.122,api,user,DELETE,11,30.45,115.75,26.12,54021,High,0,normal
EVT-00678,2026-03-16 10:49:15,baseline,10.0.19.17,files,guest,POST,10,32.18,27.8,25.32,53940,Low,0,normal
EVT-00679,2026-03-16 10:49:30,baseline,10.0.13.48,api,user,GET,22,19.61,14.88,37.64,62171,Low,0,normal
EVT-00680,2026-03-16 10:49:45,baseline,10.0.7.63,web,guest,GET,16,25.1,29.5,36.63,57691,Critical,0,normal
EVT-00681,2026-03-16 10:50:00,baseline,10.0.2.20,auth,user,GET,16,106.91,43.81,40.21,54236,Medium,0,normal
EVT-00682,2026-03-16 10:50:15,baseline,10.0.10.48,files,guest,GET,16,27.76,15.62,55.61,49512,Low,0,normal
EVT-00683,2026-03-16 10:50:30,baseline,10.0.15.21,auth,user,GET,14,33.01,5.72,41.08,54117,High,0,normal
EVT-00684,2026-03-16 10:50:45,baseline,10.0.11.249,web,user,POST,11,422.34,56.45,32.57,60631,Low,0,normal
EVT-00685,2026-03-16 10:51:00,baseline,10.0.14.234,auth,user,GET,12,37.36,150.76,37.83,50249,Critical,0,normal
EVT-00686,2026-03-16 10:51:15,baseline,10.0.20.112,web,user,GET,13,10.91,156.23,28.1,57472,Low,0,normal
EVT-00687,2026-03-16 10:51:30,baseline,10.0.20.246,web,user,DELETE,11,2.89,9.75,43.91,56558,Medium,0,normal
EVT-00688,2026-03-16 10:51:45,baseline,10.0.14.207,auth,user,GET,14,25.28,36.52,36.41,53481,Low,0,normal
EVT-00689,2026-03-16 10:52:00,baseline,10.0.9.185,web,guest,POST,15,136.14,46.0,34.21,52455,Low,0,normal
EVT-00690,2026-03-16 10:52:15,baseline,10.0.8.241,files,user,GET,22,82.89,49.58,35.51,56137,Low,0,normal
EVT-00691,2026-03-16 10:52:30,baseline,10.0.20.113,web,guest,GET,17,9.09,35.97,35.73,55063,Medium,0,normal
EVT-00692,2026-03-16 10:52:45,baseline,10.0.9.111,web,user,GET,15,57.68,28.37,38.82,56207,Low,0,normal
EVT-00693,2026-03-16 10:53:00,baseline,10.0.5.191,web,user,PUT,12,47.05,7.63,41.74,50510,Low,0,normal
EVT-00694,2026-03-16 10:53:15,baseline,10.0.12.99,auth,admin,GET,17,100.71,128.7,18.44,49375,Medium,0,normal
EVT-00695,2026-03-16 10:53:30,baseline,10.0.16.203,api,user,GET,13,4.16,74.81,31.89,53402,Low,0,normal
EVT-00696,2026-03-16 10:53:45,baseline,10.0.20.57,web,user,POST,17,7.19,16.55,35.05,51453,Low,0,normal
EVT-00697,2026-03-16 10:54:00,baseline,10.0.11.244,auth,user,GET,18,3.28,6.33,44.05,57991,Medium,0,normal
EVT-00698,2026-03-16 10:54:15,baseline,10.0.12.21,auth,guest,GET,15,74.15,49.95,29.03,50169,Low,0,normal
EVT-00699,2026-03-16 10:54:30,baseline,10.0.20.22,api,user,PUT,13,58.52,79.68,32.74,59169,Medium,0,normal
EVT-00700,2026-03-16 10:54:45,baseline,10.0.9.216,auth,admin,GET,16,53.57,69.75,32.11,65362,Low,0,normal
EVT-00701,2026-03-16 10:55:00,baseline,10.0.19.22,web,user,GET,8,25.94,66.91,49.64,53135,Medium,0,normal
EVT-00702,2026-03-16 10:55:15,baseline,10.0.3.96,api,user,POST,13,51.24,54.21,30.36,63474,Medium,0,normal
EVT-00703,2026-03-16 10:55:30,baseline,10.0.3.193,web,user,PUT,11,18.54,34.76,28.98,61281,High,0,normal
EVT-00704,2026-03-16 10:55:45,baseline,10.0.15.215,web,user,GET,11,47.1,58.37,34.22,51708,Low,0,normal
EVT-00705,2026-03-16 10:56:00,baseline,10.0.4.141,web,user,DELETE,17,32.67,10.83,33.59,65355,Medium,0,normal
EVT-00706,2026-03-16 10:56:15,baseline,10.0.2.77,auth,guest,GET,14,19.3,7.13,32.25,61599,High,0,normal
EVT-00707,2026-03-16 10:56:30,baseline,10.0.4.232,auth,user,GET,20,12.53,1.9,38.84,61048,Medium,0,normal
EVT-00708,2026-03-16 10:56:45,baseline,10.0.18.227,web,user,GET,21,50.47,1.62,32.4,49746,Medium,0,normal
EVT-00709,2026-03-16 10:57:00,baseline,10.0.3.25,web,user,GET,14,105.62,150.35,41.51,56668,Medium,0,normal
EVT-00710,2026-03-16 10:57:15,baseline,10.0.19.247,auth,user,GET,12,1.13,21.22,41.99,55051,Low,0,normal
EVT-00711,2026-03-16 10:57:30,baseline,10.0.7.221,web,user,GET,15,4.28,31.16,29.45,60250,Medium,0,normal
EVT-00712,2026-03-16 10:57:45,baseline,10.0.15.209,api,user,DELETE,15,26.35,78.54,39.58,56751,Low,0,normal
EVT-00713,2026-03-16 10:58:00,baseline,10.0.11.59,api,user,PUT,17,136.71,23.22,34.32,55612,Medium,0,normal
EVT-00714,2026-03-16 10:58:15,baseline,10.0.12.130,files,user,GET,11,7.15,16.72,25.61,51545,Low,0,normal
EVT-00715,2026-03-16 10:58:30,baseline,10.0.5.23,api,user,GET,10,45.66,5.49,32.92,65427,Low,0,normal
EVT-00716,2026-03-16 10:58:45,baseline,10.0.2.49,auth,guest,GET,16,5.34,104.36,36.77,50870,Low,0,normal
EVT-00717,2026-03-16 10:59:00,baseline,10.0.1.55,auth,user,GET,17,22.03,29.56,23.26,61577,Medium,0,normal
EVT-00718,2026-03-16 10:59:15,baseline,10.0.11.175,web,user,PUT,15,7.35,195.52,39.77,51180,High,0,normal
EVT-00719,2026-03-16 10:59:30,baseline,10.0.14.87,api,admin,GET,3,104.4,67.68,11.81,57196,High,0,normal
EVT-00720,2026-03-16 10:59:45,baseline,10.0.4.151,files,user,PUT,8,217.36,33.73,40.59,63150,Low,0,normal
EVT-00721,2026-03-16 11:00:00,baseline,10.0.19.39,auth,user,GET,8,31.31,19.01,35.62,58399,Low,0,normal
EVT-00722,2026-03-16 11:00:15,baseline,10.0.15.102,files,admin,DELETE,12,111.86,29.97,38.59,61639,Low,0,normal
EVT-00723,2026-03-16 11:00:30,baseline,10.0.3.212,web,user,POST,20,181.95,2.89,39.85,55427,Low,0,normal
EVT-00724,2026-03-16 11:00:45,baseline,10.0.3.172,auth,user,GET,18,3.16,45.89,38.36,57200,Medium,0,normal
EVT-00725,2026-03-16 11:01:00,baseline,10.0.20.30,web,user,GET,14,20.35,93.45,42.3,56698,Medium,0,normal
EVT-00726,2026-03-16 11:01:15,baseline,10.0.18.4,api,user,GET,19,7.4,10.73,30.72,56403,Low,0,normal
EVT-00727,2026-03-16 11:01:30,baseline,10.0.9.162,auth,user,GET,8,16.52,6.07,37.82,62379,Low,0,normal
EVT-00728,2026-03-16 11:01:45,baseline,10.0.16.126,auth,user,GET,21,23.86,1.18,43.23,50863,Medium,0,normal
EVT-00729,2026-03-16 11:02:00,baseline,10.0.2.122,web,user,GET,17,10.3,102.86,28.16,59558,Low,0,normal
EVT-00730,2026-03-16 11:02:15,baseline,10.0.4.34,files,user,GET,7,24.34,16.93,30.05,51601,Low,0,normal
EVT-00731,2026-03-16 11:02:30,baseline,10.0.2.187,api,user,GET,14,276.56,30.78,37.01,53116,Low,0,normal
EVT-00732,2026-03-16 11:02:45,baseline,10.0.3.21,api,user,GET,13,32.42,70.69,28.34,53569,High,0,normal
EVT-00733,2026-03-16 11:03:00,baseline,10.0.17.249,api,user,GET,12,5.17,17.4,22.61,60118,Low,0,normal
EVT-00734,2026-03-16 11:03:15,baseline,10.0.9.124,api,user,PUT,13,2.25,54.96,36.52,63720,Low,0,normal
EVT-00735,2026-03-16 11:03:30,baseline,10.0.16.112,auth,admin,GET,20,3.19,36.75,33.83,59758,Medium,0,normal
EVT-00736,2026-03-16 11:03:45,baseline,10.0.7.95,web,user,DELETE,10,8.71,23.18,36.95,58442,High,0,normal
EVT-00737,2026-03-16 11:04:00,baseline,10.0.3.193,web,user,GET,27,301.91,49.75,40.6,53437,Low,0,normal
EVT-00738,2026-03-16 11:04:15,baseline,10.0.20.145,auth,user,GET,15,3.75,29.72,26.36,57915,Low,0,normal
EVT-00739,2026-03-16 11:04:30,baseline,10.0.4.14,web,guest,GET,15,15.23,7.71,43.84,59727,Low,0,normal
EVT-00740,2026-03-16 11:04:45,baseline,10.0.12.229,auth,user,POST,13,6.88,6.08,36.2,52354,Medium,0,normal
EVT-00741,2026-03-16 11:05:00,baseline,10.0.2.26,auth,guest,GET,14,22.13,47.75,48.15,54500,Low,0,normal
EVT-00742,2026-03-16 11:05:15,baseline,10.0.14.99,web,user,POST,11,32.19,158.14,22.35,52783,Low,0,normal
EVT-00743,2026-03-16 11:05:30,baseline,10.0.3.88,api,user,GET,14,4.45,9.48,34.76,64158,Low,0,normal
EVT-00744,2026-03-16 11:05:45,baseline,10.0.19.204,auth,user,POST,16,12.84,31.25,30.3,51722,Medium,0,normal
EVT-00745,2026-03-16 11:06:00,baseline,10.0.17.35,auth,user,GET,12,13.29,44.2,39.11,61225,Low,0,normal
EVT-00746,2026-03-16 11:06:15,baseline,10.0.14.104,files,user,GET,16,241.75,9.91,30.16,52765,Medium,0,normal
EVT-00747,2026-03-16 11:06:30,baseline,10.0.2.69,auth,guest,PUT,13,3.22,14.2,24.17,51383,Low,0,normal
EVT-00748,2026-03-16 11:06:45,baseline,10.0.7.57,auth,user,PUT,11,11.91,149.56,39.04,52529,Medium,0,normal
EVT-00749,2026-03-16 11:07:00,baseline,10.0.14.141,api,user,POST,19,67.99,132.48,53.21,60563,Low,0,normal
EVT-00750,2026-03-16 11:07:15,baseline,10.0.1.197,api,user,GET,14,41.34,2.78,40.3,58584,Low,0,normal
EVT-00751,2026-03-16 11:07:30,baseline,10.0.19.109,files,user,GET,19,54.44,108.61,27.6,50410,Low,0,normal
EVT-00752,2026-03-16 11:07:45,baseline,10.0.4.243,files,user,GET,9,46.57,0.01,29.74,60870,Medium,0,normal
EVT-00753,2026-03-16 11:08:00,baseline,10.0.15.125,web,user,POST,12,82.72,19.99,40.03,60372,Low,0,normal
EVT-00754,2026-03-16 11:08:15,baseline,10.0.6.34,web,user,GET,18,20.85,122.19,38.95,57672,Medium,0,normal
EVT-00755,2026-03-16 11:08:30,baseline,10.0.5.11,auth,guest,GET,11,9.43,37.33,30.67,58567,Medium,0,normal
EVT-00756,2026-03-16 11:08:45,baseline,10.0.3.112,web,user,DELETE,10,40.99,114.48,33.23,53761,Low,0,normal
EVT-00757,2026-03-16 11:09:00,baseline,10.0.6.108,files,user,GET,25,18.82,5.88,45.35,59081,Low,0,normal
EVT-00758,2026-03-16 11:09:15,baseline,10.0.14.214,api,guest,POST,10,0.82,40.91,31.06,61474,Low,0,normal
EVT-00759,2026-03-16 11:09:30,baseline,10.0.9.110,web,guest,PUT,11,58.75,12.73,30.93,54460,Medium,0,normal
EVT-00760,2026-03-16 11:09:45,baseline,10.0.4.83,web,user,POST,17,149.5,59.99,40.57,56123,Medium,0,normal
EVT-00761,2026-03-16 11:10:00,baseline,10.0.6.96,api,user,GET,13,5.43,1.22,33.97,62884,Low,0,normal
EVT-00762,2026-03-16 11:10:15,baseline,10.0.5.74,web,user,POST,16,16.88,10.87,38.24,49848,Low,0,normal
EVT-00763,2026-03-16 11:10:30,baseline,10.0.20.222,web,user,GET,13,12.94,24.25,52.77,60686,Low,0,normal
EVT-00764,2026-03-16 11:10:45,baseline,10.0.3.53,web,guest,GET,10,9.01,18.74,27.75,59022,Medium,0,normal
EVT-00765,2026-03-16 11:11:00,baseline,10.0.10.204,api,user,GET,11,5.32,134.95,40.2,58243,Low,0,normal
EVT-00766,2026-03-16 11:11:15,baseline,10.0.20.97,web,user,DELETE,17,33.7,6.7,36.26,57555,High,0,normal
EVT-00767,2026-03-16 11:11:30,baseline,10.0.13.229,api,user,POST,15,18.2,178.62,34.05,54623,Low,0,normal
EVT-00768,2026-03-16 11:11:45,baseline,10.0.8.240,api,user,GET,13,12.64,46.19,25.23,49742,Critical,0,normal
EVT-00769,2026-03-16 11:12:00,baseline,10.0.17.49,web,user,GET,9,6.92,22.76,36.16,57017,Medium,0,normal
EVT-00770,2026-03-16 11:12:15,baseline,10.0.3.6,auth,user,GET,11,122.64,88.16,27.57,54974,Low,0,normal
EVT-00771,2026-03-16 11:12:30,baseline,10.0.13.220,api,user,GET,24,10.59,68.98,27.35,52538,Low,0,normal
EVT-00772,2026-03-16 11:12:45,baseline,10.0.14.96,api,user,GET,12,3.46,34.99,37.47,53980,Low,0,normal
EVT-00773,2026-03-16 11:13:00,baseline,10.0.5.51,auth,admin,DELETE,9,5.83,72.97,24.21,54657,Low,0,normal
EVT-00774,2026-03-16 11:13:15,baseline,10.0.8.129,web,user,POST,16,21.34,5.1,29.84,59970,Low,0,normal
EVT-00775,2026-03-16 11:13:30,baseline,10.0.17.151,api,user,DELETE,14,30.58,43.49,29.43,58362,Medium,0,normal
EVT-00776,2026-03-16 11:13:45,baseline,10.0.17.21,auth,guest,DELETE,17,30.49,101.82,34.48,54855,Medium,0,normal
EVT-00777,2026-03-16 11:14:00,baseline,10.0.17.185,auth,user,GET,10,3.29,19.65,25.1,62376,Low,0,normal
EVT-00778,2026-03-16 11:14:15,baseline,10.0.4.226,web,user,GET,10,15.86,58.27,37.21,53539,Medium,0,normal
EVT-00779,2026-03-16 11:14:30,baseline,10.0.7.150,auth,guest,GET,16,26.71,85.54,24.45,54138,Low,0,normal
EVT-00780,2026-03-16 11:14:45,baseline,10.0.3.80,web,user,GET,17,47.1,109.16,28.34,64164,Low,0,normal
EVT-00781,2026-03-16 11:15:00,baseline,10.0.13.22,web,user,GET,14,9.5,217.99,33.25,63310,Medium,0,normal
EVT-00782,2026-03-16 11:15:15,baseline,10.0.12.193,auth,user,GET,15,38.85,14.19,48.24,61807,High,0,normal
EVT-00783,2026-03-16 11:15:30,baseline,10.0.19.192,auth,user,GET,23,8.62,52.31,19.72,65259,Low,0,normal
EVT-00784,2026-03-16 11:15:45,baseline,10.0.20.45,api,user,GET,16,51.46,53.07,25.55,53927,Low,0,normal
EVT-00785,2026-03-16 11:16:00,baseline,10.0.11.39,web,guest,GET,11,24.37,15.61,26.47,63701,Low,0,normal
EVT-00786,2026-03-16 11:16:15,baseline,10.0.12.108,api,admin,POST,18,59.86,26.89,36.72,61889,Medium,0,normal
EVT-00787,2026-03-16 11:16:30,baseline,10.0.3.250,files,user,POST,13,4.33,39.25,45.36,61824,Medium,0,normal
EVT-00788,2026-03-16 11:16:45,baseline,10.0.1.23,api,guest,POST,8,5.67,8.58,32.91,54522,Low,0,normal
EVT-00789,2026-03-16 11:17:00,baseline,10.0.15.60,files,user,POST,12,46.25,8.84,23.74,51924,Low,0,normal
EVT-00790,2026-03-16 11:17:15,baseline,10.0.2.76,web,admin,GET,9,31.7,28.61,58.21,61944,High,0,normal
EVT-00791,2026-03-16 11:17:30,baseline,10.0.1.62,api,user,GET,15,15.24,37.85,36.57,64904,Low,0,normal
EVT-00792,2026-03-16 11:17:45,baseline,10.0.14.200,web,user,GET,15,8.37,9.1,38.33,51247,Low,0,normal
EVT-00793,2026-03-16 11:18:00,baseline,10.0.13.247,api,user,GET,18,1.42,14.16,35.08,61287,Low,0,normal
EVT-00794,2026-03-16 11:18:15,baseline,10.0.20.20,api,user,GET,20,2.31,94.52,26.74,54269,Low,0,normal
EVT-00795,2026-03-16 11:18:30,baseline,10.0.1.232,api,user,GET,21,45.68,19.72,40.34,61111,Low,0,normal
EVT-00796,2026-03-16 11:18:45,baseline,10.0.6.247,web,guest,POST,20,46.35,35.86,39.26,56658,Low,0,normal
EVT-00797,2026-03-16 11:19:00,baseline,10.0.1.72,api,user,DELETE,16,29.29,62.37,38.39,61613,Low,0,normal
EVT-00798,2026-03-16 11:19:15,baseline,10.0.16.64,api,user,GET,15,37.79,5.9,26.34,49445,Low,0,normal
EVT-00799,2026-03-16 11:19:30,baseline,10.0.4.86,web,user,GET,22,23.96,0.16,16.64,54742,Medium,0,normal
EVT-00800,2026-03-16 11:19:45,baseline,10.0.7.61,api,user,GET,15,6.38,126.43,37.32,60224,Low,0,normal
EVT-00801,2026-03-16 11:20:00,baseline,10.0.18.179,auth,user,GET,16,3.1,144.58,45.72,55058,Low,0,normal
EVT-00802,2026-03-16 11:20:15,baseline,10.0.20.127,web,guest,DELETE,10,32.08,30.14,42.67,58461,Critical,0,normal
EVT-00803,2026-03-16 11:20:30,baseline,10.0.12.222,api,guest,POST,13,19.35,52.28,27.48,55791,Medium,0,normal
EVT-00804,2026-03-16 11:20:45,baseline,10.0.17.159,api,user,GET,11,84.25,156.71,29.93,61483,Low,0,normal
EVT-00805,2026-03-16 11:21:00,baseline,10.0.20.250,api,user,GET,7,56.25,138.01,39.44,62550,Low,0,normal
EVT-00806,2026-03-16 11:21:15,baseline,10.0.19.211,auth,user,DELETE,17,3.27,30.23,43.39,60167,Low,0,normal
EVT-00807,2026-03-16 11:21:30,baseline,10.0.13.54,auth,user,DELETE,17,21.55,39.45,30.88,63033,Low,0,normal
EVT-00808,2026-03-16 11:21:45,baseline,10.0.13.146,web,user,DELETE,13,34.02,0.52,28.56,62090,Low,0,normal
EVT-00809,2026-03-16 11:22:00,baseline,10.0.20.97,web,user,PUT,15,46.28,7.73,38.45,65395,Medium,0,normal
EVT-00810,2026-03-16 11:22:15,baseline,10.0.20.208,auth,user,DELETE,13,5.95,0.79,17.9,55086,Low,0,normal
EVT-00811,2026-03-16 11:22:30,baseline,10.0.6.241,auth,user,GET,21,27.66,60.81,32.35,64879,Low,0,normal
EVT-00812,2026-03-16 11:22:45,baseline,10.0.2.224,web,guest,GET,18,15.01,36.94,34.96,65501,Medium,0,normal
EVT-00813,2026-03-16 11:23:00,baseline,10.0.10.9,auth,user,DELETE,12,14.33,94.8,24.47,58293,Low,0,normal
EVT-00814,2026-03-16 11:23:15,baseline,10.0.10.3,api,user,POST,9,22.28,36.15,40.56,49246,Medium,0,normal
EVT-00815,2026-03-16 11:23:30,baseline,10.0.8.180,web,user,POST,21,36.9,68.9,30.65,59447,Low,0,normal
EVT-00816,2026-03-16 11:23:45,baseline,10.0.2.238,files,user,GET,17,123.97,12.37,38.88,59048,Low,0,normal
EVT-00817,2026-03-16 11:24:00,baseline,10.0.12.223,files,user,POST,15,10.74,41.25,20.17,58625,Low,0,normal
EVT-00818,2026-03-16 11:24:15,baseline,10.0.12.195,auth,admin,GET,14,2.63,91.61,26.74,61110,High,0,normal
EVT-00819,2026-03-16 11:24:30,baseline,10.0.17.200,auth,user,GET,16,122.6,32.37,47.22,51454,Low,0,normal
EVT-00820,2026-03-16 11:24:45,baseline,10.0.6.28,web,guest,GET,18,4.04,31.12,27.89,50492,Medium,0,normal
EVT-00821,2026-03-16 11:25:00,baseline,10.0.4.133,files,user,GET,9,123.23,15.67,31.41,56708,Medium,0,normal
EVT-00822,2026-03-16 11:25:15,baseline,10.0.11.162,web,user,GET,18,31.57,124.65,41.2,53565,Low,0,normal
EVT-00823,2026-03-16 11:25:30,baseline,10.0.7.70,api,guest,GET,16,52.77,30.16,23.91,56697,Medium,0,normal
EVT-00824,2026-03-16 11:25:45,baseline,10.0.4.178,files,user,POST,18,21.71,38.21,28.39,51790,Medium,0,normal
EVT-00825,2026-03-16 11:26:00,baseline,10.0.20.220,api,user,GET,18,13.56,9.59,19.86,56616,Low,0,normal
EVT-00826,2026-03-16 11:26:15,baseline,10.0.10.96,api,guest,POST,11,54.91,51.56,34.93,52364,Medium,0,normal
EVT-00827,2026-03-16 11:26:30,baseline,10.0.11.220,web,user,POST,19,4.94,53.96,28.28,62259,Critical,0,normal
EVT-00828,2026-03-16 11:26:45,baseline,10.0.14.69,auth,admin,DELETE,9,49.94,27.73,21.63,65094,Low,0,normal
EVT-00829,2026-03-16 11:27:00,baseline,10.0.12.150,web,user,PUT,19,3.76,43.99,45.53,51274,Medium,0,normal
EVT-00830,2026-03-16 11:27:15,baseline,10.0.2.180,web,user,GET,18,19.12,20.21,25.19,57322,Low,0,normal
EVT-00831,2026-03-16 11:27:30,baseline,10.0.2.161,api,user,POST,16,38.19,13.63,34.91,61741,Low,0,normal
EVT-00832,2026-03-16 11:27:45,baseline,10.0.19.75,auth,user,GET,8,18.62,12.36,43.19,51897,Medium,0,normal
EVT-00833,2026-03-16 11:28:00,baseline,10.0.8.130,web,user,GET,17,30.26,122.66,26.09,55797,Low,0,normal
EVT-00834,2026-03-16 11:28:15,baseline,10.0.12.187,files,user,POST,17,12.1,9.73,54.3,53454,Low,0,normal
EVT-00835,2026-03-16 11:28:30,baseline,10.0.17.160,api,guest,GET,16,12.7,29.74,36.55,65201,Medium,0,normal
EVT-00836,2026-03-16 11:28:45,baseline,10.0.15.237,api,user,GET,12,441.55,42.57,32.32,62100,Low,0,normal
EVT-00837,2026-03-16 11:29:00,baseline,10.0.11.252,web,guest,GET,23,7.38,82.13,37.52,62475,Low,0,normal
EVT-00838,2026-03-16 11:29:15,baseline,10.0.18.163,api,user,POST,18,31.9,88.26,28.28,62628,Low,0,normal
EVT-00839,2026-03-16 11:29:30,baseline,10.0.4.153,api,user,GET,12,133.05,10.7,44.1,49496,Low,0,normal
